collection,id,original_tokens,summary_tokens,compression_ratio,labels
case,C494,2950,228,0.07728813559322034,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C495,2312,243,0.1051038062283737,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C496,12627,653,0.05171457986853568,"tax_law,statutory_interpretation,constitutional_law,civil_procedure"
case,C497,3635,434,0.11939477303988996,"service_law,administrative_law,statutory_interpretation,civil_procedure"
case,C498,1058,208,0.19659735349716445,"statutory_interpretation,civil_procedure,criminal_law,evidence_law"
case,C499,896,361,0.4029017857142857,"criminal_law,statutory_interpretation,administrative_law,writ_jurisdiction"
case,C500,5920,307,0.051858108108108106,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C501,4338,817,0.18833563854310742,"criminal_law,evidence_law"
case,C502,11493,884,0.07691638388584356,"property_law,family_law,administrative_law,statutory_interpretation"
case,C503,627,309,0.49282296650717705,"labor_law,statutory_interpretation,writ_jurisdiction,constitutional_law"
case,C504,3022,434,0.14361350099272005,"statutory_interpretation,contract_law,civil_procedure"
case,C505,2049,307,0.1498291849682772,"criminal_law,evidence_law,civil_procedure"
case,C506,2567,511,0.19906505648617062,"statutory_interpretation,administrative_law,writ_jurisdiction,constitutional_law"
case,C507,3667,347,0.09462776111262612,"statutory_interpretation,constitutional_law,administrative_law,service_law"
case,C508,3891,326,0.08378308918015934,"criminal_law,evidence_law,statutory_interpretation,property_law"
case,C509,1951,320,0.16401845207585852,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C510,1525,284,0.18622950819672132,"statutory_interpretation,criminal_law,civil_procedure,evidence_law"
case,C511,1860,440,0.23655913978494625,"criminal_law,evidence_law,statutory_interpretation"
case,C512,2428,262,0.10790774299835255,"criminal_law,evidence_law,civil_procedure"
case,C513,1184,250,0.21114864864864866,"property_law,statutory_interpretation,constitutional_law,civil_procedure"
case,C514,5130,483,0.09415204678362574,"administrative_law,service_law,statutory_interpretation,constitutional_law"
case,C515,3320,391,0.1177710843373494,"statutory_interpretation,service_law,writ_jurisdiction,civil_procedure"
case,C516,1552,311,0.20038659793814434,"criminal_law,evidence_law,civil_procedure"
case,C517,4339,489,0.1126987785203964,"service_law,statutory_interpretation,administrative_law,civil_procedure"
case,C518,9971,652,0.06538962992678768,"statutory_interpretation,tax_law,constitutional_law,administrative_law"
case,C519,880,272,0.3090909090909091,"constitutional_law,writ_jurisdiction,statutory_interpretation,administrative_law"
case,C520,8162,412,0.05047782406272972,"constitutional_law,criminal_law,statutory_interpretation,administrative_law"
case,C521,5523,425,0.07695093246424045,"service_law,contract_law,administrative_law,statutory_interpretation"
case,C522,2664,368,0.13813813813813813,"statutory_interpretation,criminal_law,evidence_law"
case,C523,2467,361,0.14633157681394407,"criminal_law,constitutional_law,administrative_law,writ_jurisdiction"
case,C524,871,269,0.30884041331802525,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C525,1325,314,0.2369811320754717,"labor_law,service_law,evidence_law,civil_procedure"
case,C526,415,312,0.7518072289156627,"evidence_law,statutory_interpretation,criminal_law"
case,C527,402,213,0.5298507462686567,"criminal_law,statutory_interpretation,civil_procedure"
case,C528,335,190,0.5671641791044776,"statutory_interpretation,civil_procedure,criminal_law"
case,C529,5033,403,0.08007152791575602,"criminal_law,evidence_law,administrative_law,civil_procedure"
case,C530,479,317,0.6617954070981211,"constitutional_law,administrative_law,writ_jurisdiction,property_law"
case,C531,1968,238,0.1209349593495935,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C532,519,251,0.4836223506743738,"criminal_law,statutory_interpretation,civil_procedure"
case,C533,701,232,0.3309557774607703,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C534,2851,312,0.1094352858646089,"evidence_law,criminal_law,civil_procedure"
case,C535,2064,382,0.18507751937984496,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C536,1918,344,0.17935349322210636,"property_law,statutory_interpretation,constitutional_law"
case,C537,1616,319,0.1974009900990099,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C538,15584,404,0.025924024640657083,"criminal_law,evidence_law,statutory_interpretation,administrative_law"
case,C539,4323,845,0.19546611149664586,"statutory_interpretation,tax_law,administrative_law"
case,C540,12446,532,0.04274465691788527,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C541,6452,392,0.06075635461872288,"criminal_law,evidence_law,family_law"
case,C542,2634,280,0.10630220197418375,"criminal_law,family_law,statutory_interpretation,civil_procedure"
case,C543,1652,454,0.274818401937046,"constitutional_law,service_law,statutory_interpretation,administrative_law"
case,C544,1693,308,0.18192557590076786,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C545,4476,538,0.12019660411081323,"criminal_law,family_law,statutory_interpretation,civil_procedure"
case,C546,3061,353,0.1153217902646194,"evidence_law,administrative_law,criminal_law,statutory_interpretation"
case,C547,3443,338,0.09817020040662214,"criminal_law,civil_procedure,evidence_law"
case,C548,2489,394,0.15829650462032946,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C549,1702,368,0.21621621621621623,"criminal_law,statutory_interpretation,civil_procedure,service_law"
case,C550,4807,471,0.09798210942375703,"administrative_law,statutory_interpretation,constitutional_law"
case,C551,5852,828,0.14149008885850992,"administrative_law,service_law,criminal_law,statutory_interpretation"
case,C552,8908,776,0.08711270767849125,"administrative_law,statutory_interpretation,service_law,civil_procedure"
case,C553,1960,258,0.13163265306122449,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C554,524,325,0.6202290076335878,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C555,2981,428,0.1435759812143576,"civil_procedure,service_law"
case,C556,672,204,0.30357142857142855,"criminal_law,statutory_interpretation,civil_procedure,constitutional_law"
case,C557,4226,574,0.13582584003786086,"statutory_interpretation,constitutional_law,administrative_law,tax_law"
case,C558,3550,421,0.11859154929577465,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C559,2040,419,0.2053921568627451,"criminal_law,evidence_law,statutory_interpretation"
case,C560,6042,551,0.09119496855345911,"statutory_interpretation,service_law,administrative_law,constitutional_law"
case,C561,2092,375,0.17925430210325047,"criminal_law,evidence_law,statutory_interpretation"
case,C562,3594,528,0.14691151919866444,"criminal_law,evidence_law,statutory_interpretation"
case,C563,323,225,0.6965944272445821,"civil_procedure,criminal_law,statutory_interpretation,evidence_law"
case,C564,2864,468,0.1634078212290503,"criminal_law,evidence_law,civil_procedure"
case,C565,1221,289,0.23669123669123668,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C566,2548,435,0.1707221350078493,"criminal_law,statutory_interpretation"
case,C567,3180,310,0.09748427672955975,"criminal_law,evidence_law,statutory_interpretation,family_law"
case,C568,3802,485,0.12756443976854287,"criminal_law,statutory_interpretation,evidence_law"
case,C569,7613,464,0.06094837777485879,"civil_procedure,statutory_interpretation,property_law,administrative_law"
case,C570,5485,354,0.06453965360072926,"criminal_law,statutory_interpretation,evidence_law,administrative_law"
case,C571,6022,453,0.07522417801394886,"constitutional_law,statutory_interpretation,administrative_law,writ_jurisdiction"
case,C572,11414,568,0.0497634483967058,"criminal_law,writ_jurisdiction,statutory_interpretation,evidence_law"
case,C573,1929,318,0.16485225505443235,"statutory_interpretation,civil_procedure,constitutional_law,writ_jurisdiction"
case,C574,3013,425,0.14105542648523067,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C575,4842,684,0.1412639405204461,"administrative_law,statutory_interpretation,criminal_law,family_law"
case,C576,8221,574,0.06982118963629728,"civil_procedure,administrative_law,statutory_interpretation,constitutional_law"
case,C577,1299,290,0.22324865280985373,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C578,5547,539,0.09716964124752119,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C579,1974,413,0.20921985815602837,"statutory_interpretation,evidence_law,criminal_law,civil_procedure"
case,C580,3590,347,0.09665738161559889,"criminal_law,evidence_law,statutory_interpretation,family_law"
case,C581,8322,397,0.04770487863494352,"contract_law,statutory_interpretation,administrative_law,civil_procedure"
case,C582,8015,681,0.08496568933250156,"statutory_interpretation,tax_law,civil_procedure,constitutional_law"
case,C583,1567,337,0.21506062539885132,"statutory_interpretation,criminal_law,civil_procedure,evidence_law"
case,C584,11207,507,0.045239582403854735,"service_law,administrative_law,civil_procedure,contract_law"
case,C585,3795,354,0.0932806324110672,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C586,1992,279,0.14006024096385541,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C587,5465,582,0.10649588289112534,"criminal_law,civil_procedure,statutory_interpretation,evidence_law"
case,C588,3891,424,0.10896941660241583,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C589,2359,348,0.14752013565069944,"administrative_law,criminal_law,service_law,constitutional_law"
case,C590,2375,364,0.15326315789473685,"criminal_law,evidence_law,civil_procedure,property_law"
case,C591,9512,468,0.049201009251471826,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C592,1823,548,0.3006034009873834,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C593,4397,368,0.08369342733682056,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C594,1726,649,0.3760139049826188,"statutory_interpretation,contract_law,civil_procedure,labor_law"
case,C595,1994,308,0.15446339017051153,"criminal_law,civil_procedure,statutory_interpretation"
case,C596,1028,417,0.4056420233463035,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C597,2888,412,0.14265927977839335,"statutory_interpretation,criminal_law,constitutional_law,civil_procedure"
case,C598,742,325,0.4380053908355795,"criminal_law,civil_procedure"
case,C599,1257,283,0.2251392203659507,"labor_law,service_law,constitutional_law,writ_jurisdiction"
case,C600,3840,308,0.08020833333333334,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C601,3352,396,0.11813842482100238,"criminal_law,evidence_law"
case,C602,4195,367,0.08748510131108463,"statutory_interpretation,tax_law,constitutional_law,property_law"
case,C603,1489,238,0.15983881799865682,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C604,1192,292,0.24496644295302014,"criminal_law,civil_procedure"
case,C605,8960,575,0.06417410714285714,"criminal_law,statutory_interpretation,family_law,civil_procedure"
case,C606,9445,355,0.037586024351508734,"statutory_interpretation,tax_law,administrative_law,evidence_law"
case,C607,1205,337,0.2796680497925311,"statutory_interpretation,criminal_law,administrative_law,civil_procedure"
case,C608,4438,426,0.09598918431726003,"service_law,administrative_law,constitutional_law,statutory_interpretation"
case,C609,375,340,0.9066666666666666,"civil_procedure,statutory_interpretation,criminal_law,evidence_law"
case,C610,1621,314,0.19370758790869833,"criminal_law,evidence_law,civil_procedure,administrative_law"
case,C611,1607,441,0.2744243932794026,"administrative_law,service_law,constitutional_law"
case,C612,593,445,0.7504215851602024,"criminal_law,statutory_interpretation,civil_procedure,contract_law"
case,C613,5365,550,0.10251630941286113,"labor_law,evidence_law,statutory_interpretation,service_law"
case,C614,1804,316,0.17516629711751663,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C615,1599,368,0.23014383989993747,"administrative_law,service_law,labor_law,evidence_law"
case,C616,2947,384,0.13030200203596878,"labor_law,statutory_interpretation,evidence_law,administrative_law"
case,C617,1531,266,0.1737426518615284,"criminal_law,statutory_interpretation,civil_procedure"
case,C618,1726,248,0.1436848203939745,"criminal_law,statutory_interpretation,evidence_law,administrative_law"
case,C619,2497,396,0.15859030837004406,"criminal_law,statutory_interpretation,evidence_law,administrative_law"
case,C620,6052,445,0.07352941176470588,"criminal_law,service_law,statutory_interpretation,administrative_law"
case,C621,4524,451,0.09969053934571176,"criminal_law,evidence_law,civil_procedure,family_law"
case,C622,5236,609,0.1163101604278075,"administrative_law,statutory_interpretation,constitutional_law,tax_law"
case,C623,1002,279,0.27844311377245506,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C624,817,264,0.32313341493268055,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C625,6365,423,0.0664571877454831,"criminal_law,evidence_law,civil_procedure,family_law"
case,C626,463,137,0.2958963282937365,"civil_procedure,criminal_law,statutory_interpretation,evidence_law"
case,C627,3215,427,0.1328149300155521,"administrative_law,service_law,statutory_interpretation"
case,C628,2053,430,0.20944958597174865,"service_law,statutory_interpretation,civil_procedure,administrative_law"
case,C629,2292,434,0.1893542757417103,"administrative_law,service_law,statutory_interpretation,constitutional_law"
case,C630,1253,443,0.35355147645650437,"statutory_interpretation,civil_procedure,administrative_law,constitutional_law"
case,C631,1972,336,0.17038539553752535,"criminal_law,family_law,civil_procedure"
case,C632,3073,385,0.1252847380410023,"criminal_law,evidence_law,statutory_interpretation,family_law"
case,C633,3375,437,0.12948148148148148,"statutory_interpretation,administrative_law,service_law,civil_procedure"
case,C634,2279,577,0.2531812198332602,"criminal_law,statutory_interpretation,evidence_law,constitutional_law"
case,C635,2738,315,0.11504747991234478,"criminal_law,evidence_law,statutory_interpretation"
case,C636,2325,357,0.15354838709677418,"criminal_law,evidence_law,statutory_interpretation"
case,C637,5258,709,0.13484214530239635,"service_law,statutory_interpretation,civil_procedure"
case,C638,2311,443,0.19169190826482044,"civil_procedure,statutory_interpretation,contract_law,property_law"
case,C639,10843,735,0.06778566817301485,"labor_law,administrative_law,evidence_law,statutory_interpretation"
case,C640,609,262,0.4302134646962233,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C641,3036,383,0.1261528326745718,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C642,873,243,0.27835051546391754,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C643,3219,459,0.14259086672879775,"administrative_law,statutory_interpretation,constitutional_law"
case,C644,1101,235,0.2134423251589464,"criminal_law,family_law,civil_procedure,evidence_law"
case,C645,3625,511,0.14096551724137932,"criminal_law,evidence_law,family_law,statutory_interpretation"
case,C646,3347,240,0.0717060053779504,"evidence_law,criminal_law,civil_procedure"
case,C647,6245,646,0.10344275420336269,"statutory_interpretation,service_law,administrative_law,contract_law"
case,C648,8854,511,0.0577140275581658,"administrative_law,property_law,statutory_interpretation,civil_procedure"
case,C649,3456,278,0.08043981481481481,"criminal_law,evidence_law,civil_procedure"
case,C650,2622,638,0.2433257055682685,"statutory_interpretation,criminal_law,family_law,evidence_law"
case,C651,1141,288,0.25241016652059595,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C652,9478,560,0.059084194977843424,"statutory_interpretation,tax_law,constitutional_law,contract_law"
case,C653,1614,262,0.1623296158612144,"criminal_law,administrative_law,tax_law,statutory_interpretation"
case,C654,480,217,0.45208333333333334,"criminal_law,statutory_interpretation,civil_procedure,writ_jurisdiction"
case,C655,6254,650,0.10393348257115446,"criminal_law,evidence_law,statutory_interpretation,family_law"
case,C656,764,510,0.6675392670157068,"service_law,constitutional_law,administrative_law,civil_procedure"
case,C657,1522,317,0.20827858081471748,"criminal_law,statutory_interpretation,civil_procedure,property_law"
case,C658,1277,271,0.21221613155833985,"evidence_law,criminal_law,civil_procedure"
case,C659,2468,361,0.14627228525121555,"criminal_law,civil_procedure,property_law,administrative_law"
case,C660,2374,517,0.21777590564448188,"administrative_law,evidence_law,labor_law,civil_procedure"
case,C661,4633,357,0.07705590330239585,"criminal_law,evidence_law,civil_procedure,administrative_law"
case,C662,8404,739,0.08793431699190861,"statutory_interpretation,administrative_law,constitutional_law,labor_law"
case,C663,2318,325,0.14020707506471095,"evidence_law,labor_law,administrative_law,statutory_interpretation"
case,C664,2486,294,0.11826226870474658,"criminal_law,statutory_interpretation,evidence_law,family_law"
case,C665,223,247,1.1076233183856503,"civil_procedure,criminal_law"
case,C666,590,256,0.43389830508474575,"criminal_law,civil_procedure,statutory_interpretation,evidence_law"
case,C667,2399,467,0.19466444351813256,"civil_procedure,property_law,statutory_interpretation,contract_law"
case,C668,3946,554,0.1403953370501774,"statutory_interpretation,writ_jurisdiction,constitutional_law,administrative_law"
case,C669,657,252,0.3835616438356164,"criminal_law,evidence_law,civil_procedure"
case,C670,2263,359,0.1586389748121962,"civil_procedure,statutory_interpretation,tax_law,administrative_law"
case,C671,4097,468,0.11422992433487918,"criminal_law,evidence_law,constitutional_law"
case,C672,2360,333,0.14110169491525423,"service_law,administrative_law,statutory_interpretation,writ_jurisdiction"
case,C673,837,272,0.3249701314217443,"criminal_law,statutory_interpretation,civil_procedure"
case,C674,2628,397,0.1510654490106545,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C675,2095,244,0.11646778042959427,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C676,1201,373,0.3105745212323064,"criminal_law,civil_procedure,statutory_interpretation,property_law"
case,C677,2740,485,0.177007299270073,"criminal_law,statutory_interpretation,civil_procedure,contract_law"
case,C678,2737,494,0.18048958713920352,"criminal_law,civil_procedure,writ_jurisdiction"
case,C679,13973,609,0.04358405496314321,"administrative_law,statutory_interpretation,labor_law,tax_law"
case,C680,2978,577,0.19375419744795164,"administrative_law,statutory_interpretation,constitutional_law,writ_jurisdiction"
case,C681,2118,758,0.3578847969782814,"labor_law,statutory_interpretation,administrative_law,service_law"
case,C682,8841,597,0.0675262979300984,"property_law,civil_procedure,statutory_interpretation,constitutional_law"
case,C683,1098,618,0.5628415300546448,criminal_law
case,C684,1104,280,0.2536231884057971,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C685,1673,332,0.19844590555887626,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C686,2152,351,0.16310408921933087,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C687,1152,276,0.23958333333333334,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C688,1103,278,0.25203989120580234,"criminal_law,statutory_interpretation,evidence_law,family_law"
case,C689,2776,473,0.17038904899135446,"administrative_law,statutory_interpretation,civil_procedure,constitutional_law"
case,C690,1486,225,0.15141318977119786,"criminal_law,statutory_interpretation,family_law,civil_procedure"
case,C691,917,190,0.20719738276990185,"criminal_law,civil_procedure,evidence_law"
case,C692,3726,383,0.10279119699409554,"statutory_interpretation,constitutional_law,administrative_law,tax_law"
case,C693,4349,258,0.05932398252471833,"criminal_law,statutory_interpretation,evidence_law,family_law"
case,C694,1807,344,0.19037078029883786,"criminal_law,civil_procedure,statutory_interpretation"
case,C695,5113,419,0.0819479757480931,"criminal_law,evidence_law"
case,C696,11527,499,0.043289667736618374,"service_law,administrative_law,civil_procedure,statutory_interpretation"
case,C697,8980,389,0.0433184855233853,"administrative_law,statutory_interpretation,tax_law,labor_law"
case,C698,3900,460,0.11794871794871795,"statutory_interpretation,administrative_law,civil_procedure,constitutional_law"
case,C699,2651,330,0.12448132780082988,"criminal_law,labor_law,civil_procedure"
case,C700,4755,543,0.11419558359621451,"statutory_interpretation,contract_law,service_law,civil_procedure"
case,C701,2382,294,0.12342569269521411,"criminal_law,evidence_law,civil_procedure,family_law"
case,C702,1834,593,0.3233369683751363,"statutory_interpretation,property_law,constitutional_law,civil_procedure"
case,C703,1058,269,0.2542533081285444,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C704,15674,572,0.03649355620773255,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C705,1134,243,0.21428571428571427,"criminal_law,civil_procedure"
case,C706,1953,432,0.22119815668202766,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C707,5894,445,0.07550050899219546,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C708,608,321,0.5279605263157895,"criminal_law,civil_procedure,statutory_interpretation"
case,C709,2777,477,0.17176809506661866,"statutory_interpretation,constitutional_law,contract_law"
case,C710,1394,374,0.2682926829268293,"criminal_law,statutory_interpretation,civil_procedure,service_law"
case,C711,2301,251,0.10908300738809214,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C712,3705,578,0.15600539811066128,"property_law,administrative_law,constitutional_law,service_law"
case,C713,766,242,0.31592689295039167,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C714,735,389,0.5292517006802722,"criminal_law,statutory_interpretation"
case,C715,2941,312,0.10608636518191092,"statutory_interpretation,contract_law,criminal_law,civil_procedure"
case,C716,1934,652,0.33712512926577043,"constitutional_law,statutory_interpretation,property_law"
case,C717,7500,400,0.05333333333333334,"criminal_law,evidence_law,statutory_interpretation"
case,C718,3357,495,0.14745308310991956,"civil_procedure,property_law,statutory_interpretation,administrative_law"
case,C719,848,411,0.4846698113207547,"criminal_law,evidence_law,civil_procedure"
case,C720,3624,421,0.11616997792494481,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C721,4842,495,0.10223048327137546,"service_law,administrative_law,constitutional_law,statutory_interpretation"
case,C722,888,547,0.615990990990991,"statutory_interpretation,criminal_law,writ_jurisdiction,civil_procedure"
case,C723,5662,428,0.07559166372306605,"administrative_law,civil_procedure,statutory_interpretation,labor_law"
case,C724,1973,431,0.21844906234161177,"service_law,labor_law,writ_jurisdiction,civil_procedure"
case,C725,4390,492,0.11207289293849658,"writ_jurisdiction,labor_law,administrative_law,service_law"
case,C726,2486,429,0.17256637168141592,"evidence_law,criminal_law,family_law"
case,C727,8174,658,0.08049914362613164,"tax_law,statutory_interpretation,property_law,administrative_law"
case,C728,2020,287,0.14207920792079207,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C729,1972,344,0.1744421906693712,"administrative_law,writ_jurisdiction,constitutional_law,contract_law"
case,C730,5283,399,0.07552526973310619,"administrative_law,writ_jurisdiction,constitutional_law,statutory_interpretation"
case,C731,8564,579,0.06760859411489958,"service_law,administrative_law,statutory_interpretation,contract_law"
case,C732,3613,495,0.13700525878771105,"administrative_law,writ_jurisdiction,statutory_interpretation,constitutional_law"
case,C733,2819,669,0.2373181979425328,"statutory_interpretation,service_law,constitutional_law,labor_law"
case,C734,3846,498,0.1294851794071763,"civil_procedure,administrative_law,service_law,statutory_interpretation"
case,C735,3865,439,0.11358344113842174,"constitutional_law,civil_procedure,writ_jurisdiction,administrative_law"
case,C736,1760,274,0.15568181818181817,"statutory_interpretation,criminal_law,civil_procedure"
case,C737,1598,346,0.2165206508135169,administrative_law
case,C738,1288,334,0.2593167701863354,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C739,4212,412,0.09781576448243115,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C740,11638,570,0.048977487540814574,"service_law,administrative_law,statutory_interpretation,constitutional_law"
case,C741,2705,532,0.1966728280961183,"service_law,constitutional_law,writ_jurisdiction,administrative_law"
case,C742,2378,265,0.11143818334735071,"criminal_law,statutory_interpretation"
case,C743,2252,795,0.3530195381882771,"criminal_law,evidence_law,statutory_interpretation"
case,C744,2442,316,0.1294021294021294,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C745,2172,401,0.18462246777163904,criminal_law
case,C746,8356,345,0.04128769746290091,"criminal_law,evidence_law,civil_procedure"
case,C747,440,263,0.5977272727272728,"criminal_law,civil_procedure"
case,C748,435,270,0.6206896551724138,"criminal_law,civil_procedure,evidence_law,statutory_interpretation"
case,C749,2815,351,0.12468916518650089,"family_law,statutory_interpretation,administrative_law,constitutional_law"
case,C750,627,344,0.5486443381180224,"criminal_law,civil_procedure,statutory_interpretation"
case,C751,8539,354,0.041456845063824806,"evidence_law,criminal_law,statutory_interpretation,family_law"
case,C752,2188,278,0.12705667276051189,"property_law,constitutional_law,statutory_interpretation,civil_procedure"
case,C753,5613,655,0.11669339034384464,"criminal_law,evidence_law,statutory_interpretation"
case,C754,3066,405,0.13209393346379647,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C755,2909,430,0.14781711928497765,"property_law,statutory_interpretation,contract_law,writ_jurisdiction"
case,C756,10421,532,0.05105076288264082,"civil_procedure,administrative_law,statutory_interpretation,property_law"
case,C757,2250,312,0.13866666666666666,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C758,3643,422,0.11583859456491902,"criminal_law,evidence_law,statutory_interpretation"
case,C759,3346,619,0.184997011356844,"statutory_interpretation,tax_law,administrative_law,civil_procedure"
case,C760,1338,504,0.37668161434977576,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C761,4086,577,0.1412139011257954,"administrative_law,statutory_interpretation,constitutional_law,contract_law"
case,C762,1974,373,0.1889564336372847,"criminal_law,statutory_interpretation,administrative_law,civil_procedure"
case,C763,2458,483,0.1965012205044752,"administrative_law,constitutional_law,civil_procedure,writ_jurisdiction"
case,C764,2449,299,0.12209064924458962,"criminal_law,civil_procedure,administrative_law,evidence_law"
case,C765,4037,426,0.10552390388902651,"criminal_law,civil_procedure,evidence_law"
case,C766,1184,398,0.33614864864864863,"criminal_law,civil_procedure,evidence_law"
case,C767,1901,429,0.22567069963177275,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C768,1462,330,0.22571819425444598,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C769,3855,522,0.13540856031128404,"administrative_law,tax_law,statutory_interpretation,labor_law"
case,C770,2183,380,0.17407237746220797,"criminal_law,statutory_interpretation"
case,C771,2398,600,0.25020850708924103,"constitutional_law,statutory_interpretation,administrative_law,evidence_law"
case,C772,763,306,0.40104849279161203,"criminal_law,civil_procedure"
case,C773,1614,336,0.20817843866171004,"civil_procedure,criminal_law,evidence_law"
case,C774,5221,468,0.08963800038306838,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C775,8733,887,0.10156876216649491,"criminal_law,administrative_law,statutory_interpretation,constitutional_law"
case,C776,1910,407,0.2130890052356021,"criminal_law,statutory_interpretation,evidence_law"
case,C777,769,494,0.6423927178153446,"criminal_law,civil_procedure,statutory_interpretation,evidence_law"
case,C778,3672,335,0.09123093681917212,"criminal_law,statutory_interpretation"
case,C779,2563,525,0.20483808037456105,"statutory_interpretation,constitutional_law,administrative_law,writ_jurisdiction"
case,C780,3485,568,0.1629842180774749,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C781,4490,528,0.11759465478841871,"civil_procedure,statutory_interpretation,service_law"
case,C782,750,196,0.2613333333333333,"criminal_law,statutory_interpretation,civil_procedure"
case,C783,3434,315,0.09172976121141525,"constitutional_law,administrative_law,evidence_law,civil_procedure"
case,C784,4570,569,0.12450765864332604,"civil_procedure,statutory_interpretation,evidence_law,contract_law"
case,C785,465,220,0.4731182795698925,"criminal_law,statutory_interpretation,civil_procedure"
case,C786,1921,367,0.19104633003643937,"criminal_law,statutory_interpretation,evidence_law"
case,C787,1770,323,0.1824858757062147,"criminal_law,statutory_interpretation,civil_procedure"
case,C788,2246,399,0.17764915405164738,"statutory_interpretation,administrative_law,criminal_law,civil_procedure"
case,C789,3343,481,0.14388274005384386,"statutory_interpretation,administrative_law,service_law,constitutional_law"
case,C790,3975,263,0.06616352201257862,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C791,1316,340,0.25835866261398177,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C792,4485,464,0.10345596432552955,"statutory_interpretation,civil_procedure,contract_law,administrative_law"
case,C793,3968,506,0.1275201612903226,"criminal_law,evidence_law,property_law,civil_procedure"
case,C794,434,477,1.099078341013825,"evidence_law,statutory_interpretation,criminal_law,civil_procedure"
case,C795,260,169,0.65,"criminal_law,civil_procedure"
case,C796,620,273,0.4403225806451613,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C797,1096,440,0.40145985401459855,"criminal_law,statutory_interpretation,civil_procedure"
case,C798,4401,489,0.1111111111111111,"tax_law,statutory_interpretation,civil_procedure,administrative_law"
case,C799,2915,398,0.13653516295025728,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
